row,fold
0,0
1,1
2,3
3,4
4,4
5,1
6,2
7,2
8,3
9,3
10,4
11,2
12,0
13,1
14,0
15,3
16,0
17,3
18,0
19,0
20,2
21,0
22,2
23,1
24,0
25,3
26,1
27,3
28,2
29,2
30,2
31,1
32,4
33,0
34,0
35,0
36,4
37,4
38,3
39,2
40,2
41,0
42,4
43,2
44,0
45,1
46,0
47,3
48,1
49,0
50,0
51,0
52,0
53,0
54,1
55,3
56,2
57,0
58,0
59,0
60,0
61,0
62,2
63,0
64,1
65,3
66,1
67,4
68,1
69,2
70,1
71,3
72,0
73,1
74,4
75,0
76,4
77,2
78,2
79,2
80,0
81,0
82,3
83,4
84,0
85,2
86,0
87,4
88,1
89,4
90,2
91,1
92,1
93,0
94,1
95,3
96,3
97,0
98,3
99,2
100,1
101,0
102,2
103,1
104,0
105,0
106,4
107,3
108,0
109,3
110,2
111,4
112,3
113,0
114,0
115,3
116,0
117,1
118,1
119,0
120,0
121,1
122,2
123,3
124,1
125,4
126,0
127,3
128,2
129,4
130,3
131,1
132,3
133,0
134,3
135,3
136,0
137,4
138,3
139,0
140,1
141,4
142,3
143,2
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,2
152,3
153,0
154,3
155,3
156,3
157,2
158,4
159,1
160,4
161,2
162,4
163,2
164,1
165,0
166,0
167,4
168,2
169,1
170,2
171,2
172,0
173,0
174,3
175,3
176,2
177,3
178,1
179,3
180,4
181,3
182,1
183,3
184,1
185,2
186,4
187,4
188,1
189,1
190,2
191,0
192,3
193,3
194,1
195,2
196,1
197,1
198,2
199,4
200,4
201,4
202,4
203,4
204,1
205,2
206,4
207,0
208,0
209,0
210,0
211,0
212,4
213,4
214,0
215,0
216,3
217,1
218,4
219,0
220,3
221,2
222,4
223,3
224,2
225,3
226,0
227,3
228,4
229,2
230,2
231,1
232,1
233,3
234,4
235,3
236,0
237,0
238,0
239,1
240,1
241,3
242,0
243,0
244,2
245,3
246,2
247,2
248,4
249,4
250,3
251,0
252,2
253,1
254,2
255,3
256,1
257,2
258,0
259,2
260,0
261,3
262,0
263,4
264,2
265,3
266,4
267,2
268,3
269,1
270,0
271,2
272,4
273,1
274,4
275,4
276,2
277,1
278,2
279,3
280,2
281,3
282,4
283,2
284,2
285,4
286,4
287,2
288,4
289,4
290,1
291,1
292,0
293,2
294,4
295,1
296,1
297,1
298,2
299,0
300,3
301,1
302,4
303,0
304,1
305,1
306,1
307,1
308,1
309,3
310,2
311,2
312,2
313,4
314,0
315,1
316,2
317,2
318,4
319,0
320,2
321,1
322,1
323,0
324,3
325,0
326,0
327,4
328,2
329,2
330,0
331,1
332,3
333,2
334,0
335,4
336,4
337,1
338,3
339,0
340,1
341,1
342,2
343,1
344,1
345,3
346,3
347,4
348,3
349,4
350,3
351,3
352,4
353,3
354,4
355,3
356,0
357,0
358,3
359,2
360,4
361,4
362,3
363,4
364,3
365,0
366,4
367,0
368,0
369,2
370,0
371,1
372,0
373,4
374,1
375,0
376,0
377,4
378,2
379,1
380,4
381,0
382,1
383,0
384,2
385,3
386,2
387,2
388,1
389,2
390,4
391,3
392,2
393,2
394,2
395,3
396,3
397,3
398,1
399,1
400,2
401,1
402,2
403,3
404,0
405,3
406,3
407,2
408,0
409,4
410,2
411,0
412,2
413,3
414,4
415,4
416,3
417,1
418,4
419,4
420,1
421,0
422,2
423,3
424,0
425,1
426,3
427,4
428,2
429,2
430,4
431,0
432,3
433,3
434,3
435,4
436,0
437,2
438,3
439,3
440,2
441,4
442,4
443,1
444,2
445,1
446,4
447,0
448,4
449,3
450,2
451,0
452,0
453,3
454,3
455,4
456,4
457,4
458,1
459,2
460,1
461,4
462,3
463,1
464,3
465,0
466,2
467,4
468,0
469,2
470,1
471,3
472,1
473,3
474,3
475,3
476,2
477,0
478,1
479,4
480,2
481,2
482,1
483,2
484,0
485,4
486,4
487,1
488,3
489,2
490,1
491,2
492,1
493,1
494,0
495,2
496,3
497,2
498,1
499,1
500,1
501,4
502,3
503,0
504,2
505,4
506,1
507,1
508,4
509,0
510,0
511,1
512,3
513,0
514,1
515,0
516,2
517,1
518,3
519,4
520,4
521,0
522,3
523,1
524,3
525,1
526,4
527,1
528,4
529,1
530,3
531,2
532,0
533,1
534,2
535,3
536,3
537,3
538,0
539,2
540,0
541,1
542,3
543,1
544,2
545,3
546,2
547,3
548,3
549,4
550,3
551,4
552,1
553,3
554,0
555,2
556,1
557,0
558,4
559,4
560,0
561,1
562,4
563,4
564,4
565,1
566,3
567,2
568,3
569,3
570,3
571,0
572,1
573,3
574,1
575,4
576,0
577,4
578,2
579,2
580,1
581,2
582,4
583,4
584,3
585,4
586,0
587,2
588,3
589,4
590,3
591,3
592,2
593,2
594,2
595,3
596,4
597,2
598,4
599,3
600,1
601,2
602,3
603,1
604,3
605,1
606,0
607,1
608,4
609,0
610,3
611,4
612,3
613,2
614,0
615,2
616,2
617,2
618,3
619,4
620,4
621,4
622,2
623,1
624,3
625,2
626,3
627,3
628,2
629,4
630,3
631,4
632,1
633,4
634,1
635,2
636,0
637,2
638,2
639,2
640,1
641,1
642,1
643,1
644,4
645,3
646,1
647,3
648,2
649,0
650,3
651,2
652,0
653,1
654,4
655,3
656,1
657,1
658,4
659,3
660,2
661,1
662,3
663,4
664,3
665,3
666,4
667,3
668,3
669,0
670,2
671,2
672,3
673,1
674,1
675,1
676,3
677,2
678,3
679,4
680,3
681,1
682,2
683,2
684,4
685,4
686,0
687,1
688,1
689,1
690,1
691,0
692,2
693,1
694,2
695,1
696,0
697,1
698,3
699,0
700,4
701,4
702,3
703,3
704,0
705,4
706,4
707,1
708,2
709,4
710,2
711,4
712,2
713,1
714,4
715,3
716,3
717,0
718,3
719,2
720,3
721,1
722,1
723,2
724,2
725,4
726,2
727,1
728,2
729,4
730,4
731,4
732,4
733,3
734,0
735,4
736,3
737,0
738,4
739,2
740,0
741,4
742,1
743,3
744,2
745,0
746,3
747,2
748,2
749,3
750,4
751,3
752,1
753,4
754,2
755,4
756,1
757,1
758,0
759,2
760,3
761,4
762,4
763,1
764,0
765,2
766,2
767,4
768,3
769,4
770,2
771,2
772,2
773,2
774,1
775,3
776,3
777,4
778,4
779,4
780,0
781,1
782,0
783,2
784,1
785,0
786,3
787,4
788,0
789,4
790,1
791,2
792,2
793,0
794,2
795,3
796,1
797,4
798,0
799,4
800,1
801,0
802,3
803,4
804,2
805,3
806,3
807,1
808,3
809,1
810,2
811,3
812,1
813,0
814,1
815,1
816,1
817,4
818,3
819,1
820,3
821,4
822,3
823,0
824,1
825,4
826,4
827,3
828,4
829,2
830,3
831,0
832,3
833,4
834,0
835,4
836,3
837,4
838,1
839,2
840,0
841,4
842,2
843,0
844,4
845,0
846,2
847,4
848,3
849,4
850,4
851,1
852,3
853,1
854,1
855,3
856,0
857,2
858,2
859,2
860,2
861,2
862,4
863,2
864,3
865,3
866,0
867,3
868,2
869,4
870,1
871,3
872,0
873,1
874,4
875,0
876,1
877,0
878,3
879,3
880,0
881,4
882,0
883,3
884,3
885,3
886,4
887,1
888,0
889,4
890,3
891,3
892,3
893,3
894,3
895,1
896,0
897,4
898,0
899,0
900,1
901,2
902,3
903,2
904,3
905,3
906,4
907,3
908,2
909,4
910,4
911,4
912,2
913,2
914,2
915,1
916,4
917,1
918,1
919,3
920,1
921,3
922,3
923,3
924,3
925,1
926,4
927,4
928,0
929,2
930,0
931,4
932,0
933,4
934,2
935,2
936,0
937,4
938,1
939,0
940,4
941,0
942,4
943,3
944,0
945,3
946,1
947,4
948,1
949,3
950,2
951,2
952,4
953,0
954,0
955,2
956,1
957,1
958,1
959,1
960,1
961,1
962,4
963,2
964,3
965,0
966,2
967,3
968,4
969,2
970,0
971,2
972,4
973,4
974,3
975,1
976,4
977,3
978,2
979,4
980,1
981,2
982,2
983,2
984,2
985,3
986,1
987,3
988,3
989,1
990,1
991,1
992,1
993,4
994,1
995,3
996,1
997,4
998,0
999,0
1000,1
1001,1
1002,2
1003,2
1004,2
1005,1
1006,3
1007,2
1008,3
1009,4
1010,2
1011,3
1012,1
1013,4
1014,4
1015,1
1016,0
1017,1
1018,1
1019,2
1020,4
1021,1
1022,4
1023,4
1024,2
1025,1
1026,3
1027,1
1028,3
1029,2
1030,3
1031,1
1032,3
1033,0
1034,1
1035,0
1036,4
1037,0
1038,4
1039,0
1040,1
1041,3
1042,2
1043,0
1044,4
1045,4
1046,3
1047,3
1048,3
1049,1
1050,2
1051,0
1052,1
1053,0
1054,1
1055,1
1056,0
1057,1
1058,0
1059,4
1060,0
