row,fold
0,0
1,3
2,4
3,2
4,2
5,2
6,2
7,4
8,3
9,3
10,3
11,0
12,2
13,2
14,0
15,3
16,0
17,1
18,4
19,0
20,2
21,0
22,1
23,4
24,0
25,1
26,0
27,1
28,2
29,0
30,2
31,0
32,3
33,0
34,0
35,0
36,2
37,0
38,4
39,4
40,2
41,0
42,4
43,4
44,0
45,1
46,0
47,2
48,0
49,1
50,0
51,0
52,0
53,0
54,1
55,2
56,3
57,0
58,0
59,0
60,1
61,1
62,4
63,0
64,1
65,1
66,1
67,4
68,1
69,2
70,1
71,4
72,0
73,4
74,1
75,3
76,4
77,2
78,1
79,2
80,0
81,0
82,4
83,4
84,0
85,1
86,0
87,3
88,2
89,0
90,4
91,1
92,3
93,0
94,1
95,4
96,4
97,0
98,4
99,4
100,3
101,1
102,3
103,4
104,2
105,3
106,2
107,0
108,0
109,4
110,2
111,3
112,3
113,0
114,0
115,4
116,0
117,2
118,3
119,0
120,2
121,1
122,3
123,3
124,1
125,0
126,0
127,1
128,2
129,1
130,1
131,1
132,4
133,0
134,2
135,2
136,0
137,4
138,2
139,0
140,1
141,4
142,4
143,4
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,4
152,3
153,0
154,4
155,4
156,3
157,4
158,4
159,3
160,4
161,0
162,0
163,2
164,1
165,0
166,1
167,1
168,4
169,4
170,3
171,2
172,0
173,0
174,2
175,3
176,1
177,4
178,1
179,3
180,3
181,0
182,2
183,2
184,4
185,4
186,0
187,4
188,0
189,1
190,2
191,0
192,1
193,3
194,0
195,4
196,1
197,4
198,3
199,1
200,2
201,0
202,4
203,2
204,4
205,2
206,2
207,0
208,4
209,1
210,3
211,0
212,2
213,4
214,0
215,0
216,3
217,1
218,3
219,3
220,3
221,1
222,0
223,4
224,2
225,1
226,0
227,1
228,1
229,2
230,2
231,4
232,1
233,2
234,0
235,1
236,0
237,1
238,1
239,1
240,1
241,3
242,0
243,0
244,2
245,3
246,4
247,4
248,2
249,2
250,2
251,0
252,3
253,0
254,2
255,1
256,1
257,2
258,0
259,4
260,4
261,4
262,0
263,4
264,0
265,4
266,2
267,2
268,3
269,1
270,0
271,2
272,2
273,1
274,3
275,3
276,4
277,4
278,1
279,3
280,4
281,4
282,1
283,2
284,2
285,1
286,3
287,1
288,3
289,2
290,2
291,2
292,0
293,4
294,2
295,1
296,1
297,3
298,0
299,0
300,0
301,2
302,3
303,0
304,2
305,0
306,4
307,2
308,1
309,3
310,2
311,2
312,4
313,4
314,1
315,1
316,1
317,0
318,0
319,0
320,2
321,2
322,0
323,0
324,1
325,0
326,4
327,4
