row,fold
0,3
1,4
2,3
3,1
4,1
5,1
6,4
7,1
8,0
9,2
10,1
11,1
12,3
13,4
14,3
15,2
16,4
17,2
18,3
19,1
20,2
21,1
22,3
23,1
24,2
25,1
26,3
27,2
28,2
29,3
30,0
31,4
32,3
33,4
34,1
35,2
36,4
37,4
38,1
39,1
40,2
41,0
42,0
43,3
44,1
45,1
46,4
47,2
48,3
49,3
50,1
51,4
52,2
53,0
54,0
55,2
56,1
57,4
58,2
59,3
60,2
61,2
62,2
63,2
64,4
65,2
66,0
67,1
68,0
69,3
70,2
71,3
72,2
73,2
74,4
75,2
76,0
77,1
78,1
79,3
80,3
81,3
82,0
83,2
84,1
85,2
86,0
87,3
88,2
89,4
90,4
91,2
92,0
93,0
94,1
95,2
96,1
97,0
98,3
99,0
100,0
101,0
102,4
103,3
104,2
105,0
106,3
107,3
108,0
109,4
110,1
111,4
112,2
113,2
114,1
115,2
116,1
117,1
118,2
119,0
120,1
121,0
122,0
123,3
124,2
125,4
126,0
127,2
128,0
129,3
130,1
131,4
132,4
133,1
134,3
135,2
136,2
137,3
138,1
139,1
140,4
141,3
142,1
143,4
144,0
145,2
146,1
147,0
148,0
149,1
150,1
151,3
152,3
153,0
154,0
155,0
156,0
157,2
158,2
159,3
160,3
161,2
162,4
163,4
164,3
165,1
166,2
167,0
168,0
169,1
170,3
171,0
172,2
173,0
174,4
175,2
176,3
177,0
178,0
179,4
180,3
181,3
182,4
183,0
184,3
185,1
186,0
187,3
188,2
189,0
190,0
191,3
192,0
193,4
194,2
195,4
196,0
197,1
198,4
199,2
200,3
201,1
202,3
203,3
204,1
205,0
206,3
207,4
208,1
209,3
210,1
211,4
212,4
213,4
214,2
215,0
216,0
217,1
218,0
219,3
220,3
221,4
222,3
223,3
224,2
225,3
226,4
227,2
228,2
229,0
230,0
231,3
232,4
233,1
234,1
235,3
236,4
237,3
238,2
239,1
240,3
241,2
242,4
243,2
244,0
245,4
246,2
247,2
248,3
249,4
250,0
251,2
252,1
253,3
254,2
255,3
256,2
257,1
258,0
259,0
260,4
261,4
262,4
263,3
264,3
265,4
266,2
267,4
268,2
269,0
270,0
271,0
272,3
273,2
274,3
275,4
276,4
277,1
278,1
279,4
280,1
281,3
282,3
283,2
284,2
285,1
286,1
287,3
288,0
289,1
290,0
291,0
292,4
293,3
294,3
295,2
296,4
297,1
298,2
299,2
300,2
301,3
302,2
303,0
304,4
305,1
306,2
307,3
308,2
309,2
310,0
311,3
312,3
313,4
314,0
315,0
316,3
317,0
318,3
319,1
320,1
321,0
322,1
323,4
324,1
325,1
326,2
327,4
328,2
329,3
330,0
331,2
332,2
333,4
334,3
335,0
336,3
337,3
338,4
339,3
340,1
341,4
342,3
343,0
344,3
345,4
346,4
347,0
348,4
349,1
350,3
351,2
352,0
353,4
354,3
355,0
356,0
357,2
358,2
359,3
360,0
361,4
362,3
363,4
364,2
365,3
366,4
367,1
368,4
369,0
370,4
371,1
372,2
373,3
374,2
375,2
376,0
377,3
378,3
379,3
380,3
381,1
382,3
383,1
384,0
385,4
386,3
387,2
388,2
389,1
390,3
391,4
392,1
393,2
394,1
395,0
396,0
397,3
398,3
399,3
400,2
401,2
402,2
403,3
404,3
405,4
406,1
407,3
408,4
409,1
410,2
411,4
412,0
413,2
414,4
415,0
416,3
417,0
418,0
419,3
420,4
421,2
422,2
423,2
424,0
425,0
426,4
427,3
428,2
429,0
430,3
431,1
432,1
433,0
434,1
435,4
436,3
437,1
438,3
439,1
440,4
441,0
442,3
443,2
444,1
445,3
446,2
447,0
448,1
449,3
450,3
451,4
452,3
453,2
454,3
455,0
456,0
457,1
458,0
459,2
460,4
461,1
462,0
463,1
464,1
465,3
466,1
467,0
468,0
469,3
470,3
471,3
472,1
473,1
474,3
475,0
476,4
477,2
478,0
479,1
480,4
481,2
482,3
483,0
484,2
485,1
486,2
487,0
488,3
489,0
490,1
491,4
492,4
493,1
494,4
495,1
496,2
497,1
498,3
499,1
500,3
501,4
502,1
503,3
504,1
505,0
506,3
507,2
508,3
509,1
510,3
511,1
512,0
513,1
514,2
515,2
516,1
517,3
518,4
519,3
520,2
521,0
522,4
523,3
524,0
525,4
526,0
527,2
528,4
529,3
530,3
531,1
532,0
533,4
534,3
535,2
536,4
537,1
538,0
539,4
540,0
541,4
542,0
543,1
544,0
545,2
546,1
547,3
548,0
549,2
550,4
551,2
552,0
553,4
554,0
555,3
556,4
557,2
558,4
559,2
560,4
561,3
562,4
563,3
564,4
565,2
566,0
567,1
568,3
569,1
570,1
571,0
572,4
573,0
574,0
575,3
576,0
577,3
578,3
579,3
580,2
581,4
582,4
583,0
584,3
585,3
586,0
587,3
588,3
589,4
590,1
591,2
592,4
593,1
594,2
595,4
596,4
597,3
598,0
599,1
600,2
601,1
602,0
603,4
604,3
605,4
606,3
607,0
608,0
609,2
610,4
611,4
612,2
613,0
614,0
615,1
616,0
617,3
618,3
619,2
620,1
621,2
622,1
623,2
624,4
625,1
626,3
627,4
628,0
629,4
630,0
631,1
632,2
633,4
634,2
635,0
636,1
637,4
638,0
639,2
640,4
641,4
642,4
643,3
644,0
645,0
646,2
647,2
648,3
649,1
650,3
651,4
652,0
653,4
654,4
655,0
656,3
657,3
658,3
659,4
660,0
661,0
662,2
663,3
664,1
665,1
666,3
667,0
668,4
669,0
670,4
671,4
672,4
673,3
674,1
675,0
676,1
677,4
678,4
679,1
680,2
681,2
682,0
683,3
684,1
685,2
686,4
687,4
688,2
689,2
690,0
691,4
692,2
693,3
694,0
695,3
696,3
697,3
698,0
699,1
700,2
701,4
702,1
703,0
704,0
705,0
706,2
707,0
708,2
709,0
710,1
711,2
712,2
713,1
714,4
715,3
716,0
717,0
718,2
719,1
720,2
721,4
722,4
723,4
724,3
725,3
726,4
727,1
728,0
729,0
730,1
731,0
732,2
733,1
734,2
735,1
736,0
737,2
738,3
739,0
740,1
741,0
742,0
743,4
744,0
745,2
746,1
747,0
748,4
749,4
750,2
751,4
752,4
753,1
754,1
755,2
756,3
757,2
758,3
759,1
760,1
761,4
762,2
763,2
764,4
765,4
766,2
767,1
768,4
769,1
770,2
771,1
772,0
773,4
774,2
775,2
776,2
777,1
778,4
779,2
780,0
781,1
782,3
783,1
784,2
785,1
786,2
787,1
788,0
789,0
790,3
791,4
792,4
793,3
794,2
795,1
796,0
797,4
798,1
799,4
800,0
801,2
802,2
803,1
804,4
805,1
806,1
807,1
808,4
809,3
810,4
811,1
812,2
813,0
814,0
815,0
816,4
817,3
818,4
819,1
820,3
821,3
822,2
823,3
824,0
825,0
826,4
827,3
828,4
829,2
830,2
831,1
832,1
833,0
834,4
835,3
836,2
837,2
838,3
839,4
840,4
841,0
842,1
843,4
844,2
845,3
846,1
847,2
848,1
849,3
850,4
851,2
852,4
853,4
854,3
855,3
856,4
857,0
858,1
859,1
860,3
861,0
862,2
863,0
864,2
865,2
866,0
867,2
868,4
869,2
870,2
871,2
872,3
873,1
874,2
875,4
876,4
877,4
878,3
879,0
880,4
881,1
882,1
883,3
884,2
885,0
886,0
887,1
888,0
889,3
890,0
891,0
892,0
893,0
894,4
895,1
896,2
897,1
898,4
899,1
900,4
901,0
902,3
903,3
904,2
905,3
906,0
907,2
908,1
909,1
910,1
911,1
912,0
913,4
914,2
915,3
916,1
917,2
918,2
919,4
920,0
921,4
922,3
923,4
924,4
925,0
926,1
927,4
928,2
929,4
930,0
931,0
932,0
933,3
934,3
935,4
936,0
937,1
938,2
939,0
940,2
941,1
942,3
943,3
944,1
945,4
946,0
947,3
948,0
949,4
950,2
951,3
952,3
953,0
954,1
955,3
956,3
957,1
958,0
959,3
960,3
961,1
962,0
963,3
964,2
965,1
966,3
967,0
968,0
969,4
970,1
971,0
972,1
